country,country_id,min_year,max_year,long,lat,writer_total_year,writer_total_cumulative,writer_1,writer_1_gender,writer_1_birth,writer_1_popup,writer_1_language_1,writer_1_language_2,writer_1_language_3,writer_1_language_4,writer_1_languages,writer_1_role_1,writer_1_role_2,writer_1_role_3,writer_1_role_4,writer_1_role_5,writer_2,writer_2_gender,writer_2_birth,writer_2_popup,writer_2_language_1,writer_2_language_2,writer_2_language_3,writer_2_language_4,writer_2_languages,writer_2_role_1,writer_2_role_2,writer_2_role_3,writer_2_role_4,writer_2_role_5,writer_3,writer_3_gender,writer_3_birth,writer_3_popup,writer_3_language_1,writer_3_language_2,writer_3_language_3,writer_3_language_4,writer_3_languages,writer_3_role_1,writer_3_role_2,writer_3_role_3,writer_3_role_4,writer_3_role_5,writer_4,writer_4_gender,writer_4_birth,writer_4_popup,writer_4_language_1,writer_4_language_2,writer_4_language_3,writer_4_language_4,writer_4_languages,writer_4_role_1,writer_4_role_2,writer_4_role_3,writer_4_role_4,writer_4_role_5,writer_5,writer_5_gender,writer_5_birth,writer_5_popup,writer_5_language_1,writer_5_language_2,writer_5_language_3,writer_5_language_4,writer_5_languages,writer_5_role_1,writer_5_role_2,writer_5_role_3,writer_5_role_4,writer_5_role_5,popup_year,popup_cumulative,subregion,region_un,monolingual_writer_total_year,multilingual_writer_total_year,monolingual_writer_total_cumulative,multilingual_writer_total_cumulative,writerPop
Afghanistan,1901,1977,2005,66.00473366,33.83523073,1,1,Lutfurahman JONAID ,Male,1948,<a href = 'http://iwp.uiowa.edu/node/1246'>Lutfurahman JONAID </a>(1977)<br />,English,#N/A,#N/A,#N/A,1,playwright,poet,translator,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Afghanistan&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1246'>Lutfurahman JONAID </a>(1977)<br />,<b>Afghanistan&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1246'>Lutfurahman JONAID </a>(1977)<br />,Southern Asia,Asia,1,0,1,0,
India,1959,2018,2020,79.6119761,22.88578212,1,50,Chandramohan SATHYANATHAN,Male,1986,<a href = 'https://iwp.uiowa.edu/writers/sathyanathan-chandramohan'>Chandramohan SATHYANATHAN  </a>(2018)<br />,English,#N/A,#N/A,#N/A,1,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>India&nbsp;(1)</b><hr /><a href = 'https://iwp.uiowa.edu/writers/sathyanathan-chandramohan'>Chandramohan SATHYANATHAN  </a>(2018)<br />,<b>India&nbsp;(50)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1105'>Shankha GHOSH </a>(1967)<br /><a href = 'http://iwp.uiowa.edu/node/2508'>Shrikant VARMA </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/1434'>Arvind Krishna MEHROTRA </a>(1971)<br /><a href = 'http://iwp.uiowa.edu/node/812'>J. Thyagarajan ASHOKAMITRAN </a>(1973)<br /><a href = 'http://iwp.uiowa.edu/node/1475'>U.r. Anantha MURTHY </a>(1974)<br /><a href = 'http://iwp.uiowa.edu/node/946'>Dilip CHITRE </a>(1975)<br /><a href = 'http://iwp.uiowa.edu/node/1409'>Jayanta MAHAPATRA </a>(1976)<br /><a href = 'http://iwp.uiowa.edu/node/1252'>Adil JUSSAWALLA </a>(1977)<br /><a href = 'http://iwp.uiowa.edu/node/2515'>Nirmal VERMA </a>(1977)<br /><a href = 'http://iwp.uiowa.edu/node/1580'>Rajagopal PARTHASARATHY </a>(1978)<br /><a href = 'http://iwp.uiowa.edu/node/2508'>Shrikant VARMA </a>(1979)<br /><a href = 'http://iwp.uiowa.edu/node/1213'>Qurratulain HYDER </a>(1979)<br /><a href = 'http://iwp.uiowa.edu/node/2417'>Syed Mustafa SIRAJ </a>(1980)<br /><a href = 'http://iwp.uiowa.edu/node/2414'>Kabita SINHA </a>(1981)<br /><a href = 'http://iwp.uiowa.edu/node/1098'>Sunil GANGOPADHYAY </a>(1981)<br /><a href = 'http://iwp.uiowa.edu/node/2447'>Usha SUBRAMANIAM </a>(1982)<br /><a href = 'http://iwp.uiowa.edu/node/1446'>Soubhagya MISRA </a>(1983)<br /><a href = 'http://iwp.uiowa.edu/node/2406'>Prayag SHUKLA </a>(1984)<br /><a href = 'http://iwp.uiowa.edu/node/1678'>Arun SADHU </a>(1985)<br /><a href = 'http://iwp.uiowa.edu/node/2419'>SIVASANKARI </a>(1986)<br /><a href = 'http://iwp.uiowa.edu/node/1475'>U.r. Anantha MURTHY </a>(1986)<br /><a href = 'http://iwp.uiowa.edu/node/1261'>Lakshmi KANNAN </a>(1987)<br /><a href = 'http://iwp.uiowa.edu/node/818'>Anil Tryambak AWACHAT </a>(1988)<br /><a href = 'http://iwp.uiowa.edu/node/1643'>P. Bayapa REDDY </a>(1989)<br /><a href = 'http://iwp.uiowa.edu/node/1408'>Devanur MAHADEV </a>(1989)<br /><a href = 'http://iwp.uiowa.edu/node/1108'>Gagan GILL </a>(1990)<br /><a href = 'http://iwp.uiowa.edu/node/993'>Mangalesh DABRAL </a>(1991)<br /><a href = 'http://iwp.uiowa.edu/node/1452'>Niranjan MOHANTY </a>(1994)<br /><a href = 'http://iwp.uiowa.edu/node/1196'>Ranjit HOSKOTE </a>(1995)<br /><a href = 'http://iwp.uiowa.edu/node/1637'>R. Raj RAO </a>(1996)<br /><a href = 'http://iwp.uiowa.edu/node/2267'>Hulkuntemath Shivamurthy Shastry SHIVA PRAKASH </a>(2000)<br /><a href = 'http://iwp.uiowa.edu/node/1124'>Joy GOSWAMI </a>(2001)<br /><a href = 'http://iwp.uiowa.edu/node/2322'>Shashi WARRIER </a>(2001)<br /><a href = 'http://iwp.uiowa.edu/node/1329'>Sukrita Paul KUMAR </a>(2002)<br /><a href = 'http://iwp.uiowa.edu/node/1024'>S. DIWAKAR </a>(2002)<br /><a href = 'http://iwp.uiowa.edu/node/2298'>K.V. TIRUMALESH </a>(2004)<br /><a href = 'http://iwp.uiowa.edu/node/2296'>Rajeevan THACHOM POYIL </a>(2004)<br /><a href = 'http://iwp.uiowa.edu/node/1636'>Mani RAO </a>(2005)<br /><a href = 'http://iwp.uiowa.edu/node/2298'>K.V. TIRUMALESH </a>(2005)<br /><a href = 'http://iwp.uiowa.edu/node/823'>Srijato BANDYOPADHYAY </a>(2006)<br /><a href = 'http://iwp.uiowa.edu/node/1493'>Kiran NAGARKAR </a>(2007)<br /><a href = 'http://iwp.uiowa.edu/node/1501'>Kavery NAMBISAN </a>(2007)<br /><a href = 'http://iwp.uiowa.edu/node/1636'>Mani RAO </a>(2009)<br /><a href = 'http://iwp.uiowa.edu/node/1258'>Meena KANDASAMY </a>(2009)<br /><a href = 'http://iwp.uiowa.edu/node/954'>Chandrahas CHOUDHURY </a>(2010)<br /><a href = 'http://iwp.uiowa.edu/node/1975'>Usha K. R. </a>(2011)<br /><a href = 'http://iwp.uiowa.edu/node/3523'>Sridala SWAMI </a>(2013)<br /><a href = 'http://iwp.uiowa.edu/node/3970'>Banerjee BINAYAK </a>(2014)<br /><a href = 'http://iwp.uiowa.edu/node/4308'>Rochelle POTKAR </a>(2015)<br /><a href = 'http://iwp.uiowa.edu/node/4856'>Akhil Katyal </a>(2016)<br /><a href = 'http://iwp.uiowa.edu/node/4886'>Subodh Sarkar </a>(2016)<br /><a href = 'http://iwp.uiowa.edu/node/4741'>Vivek Shanbhag </a>(2016)<br /><a href = 'https://iwp.uiowa.edu/writers/t-majumder'>Tilottama MAJUMDER  </a>(2017)<br /><a href = 'https://iwp.uiowa.edu/writers/sathyanathan-chandramohan'>Chandramohan SATHYANATHAN  </a>(2018)<br />,Southern Asia,Asia,1,0,34,16,
Indonesia,1949,1970,1970,117.2401137,-2.215054563,2,2,Gerson POYK ,Male,1931,<a href = 'http://iwp.uiowa.edu/node/1603'>Gerson POYK </a>(1970)<br />,Indonesian,#N/A,#N/A,#N/A,1,fiction writer,poet,#N/A,#N/A,#N/A,Sori SIREGAR ,Male,\N,<a href = 'http://iwp.uiowa.edu/node/2418'>Sori SIREGAR </a>(1970)<br />,Indonesian,#N/A,#N/A,#N/A,1,fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(2)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1603'>Gerson POYK </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/2418'>Sori SIREGAR </a>(1970)<br />,<b>Indonesia&nbsp;(2)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1603'>Gerson POYK </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/2418'>Sori SIREGAR </a>(1970)<br />,South-Eastern Asia,Asia,2,0,2,0,
Indonesia,1949,1971,1971,117.2401137,-2.215054563,1,3,Taufiq ISMAIL ,Male,1938,<a href = 'http://iwp.uiowa.edu/node/1226'>Taufiq ISMAIL </a>(1971)<br />,Arabic,#N/A,#N/A,#N/A,1,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1226'>Taufiq ISMAIL </a>(1971)<br />,<b>Indonesia&nbsp;(3)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1603'>Gerson POYK </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/2418'>Sori SIREGAR </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/1226'>Taufiq ISMAIL </a>(1971)<br />,South-Eastern Asia,Asia,1,0,3,0,
Indonesia,1949,1972,1972,117.2401137,-2.215054563,2,5,Satyagraha HURIP ,Male,1934,<a href = 'http://iwp.uiowa.edu/node/1206'>Satyagraha HURIP </a>(1972)<br />,Indonesian,#N/A,#N/A,#N/A,1,poet,#N/A,#N/A,#N/A,#N/A,Arifin NOER ,Male,1941,<a href = 'http://iwp.uiowa.edu/node/1519'>Arifin NOER </a>(1972)<br />,Indonesian,#N/A,#N/A,#N/A,1,playwright,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(2)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1206'>Satyagraha HURIP </a>(1972)<br /><a href = 'http://iwp.uiowa.edu/node/1519'>Arifin NOER </a>(1972)<br />,<b>Indonesia&nbsp;(5)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1603'>Gerson POYK </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/2418'>Sori SIREGAR </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/1226'>Taufiq ISMAIL </a>(1971)<br /><a href = 'http://iwp.uiowa.edu/node/1206'>Satyagraha HURIP </a>(1972)<br /><a href = 'http://iwp.uiowa.edu/node/1519'>Arifin NOER </a>(1972)<br />,South-Eastern Asia,Asia,2,0,5,0,
Indonesia,1949,1973,1973,117.2401137,-2.215054563,1,6,Abdul HADI ,Male,1946,<a href = 'http://iwp.uiowa.edu/node/1149'>Abdul HADI </a>(1973)<br />,Indonesian,#N/A,#N/A,#N/A,1,journalist,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1149'>Abdul HADI </a>(1973)<br />,<b>Indonesia&nbsp;(6)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1603'>Gerson POYK </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/2418'>Sori SIREGAR </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/1226'>Taufiq ISMAIL </a>(1971)<br /><a href = 'http://iwp.uiowa.edu/node/1206'>Satyagraha HURIP </a>(1972)<br /><a href = 'http://iwp.uiowa.edu/node/1519'>Arifin NOER </a>(1972)<br /><a href = 'http://iwp.uiowa.edu/node/1149'>Abdul HADI </a>(1973)<br />,South-Eastern Asia,Asia,1,0,6,0,
Indonesia,1949,1974,1974,117.2401137,-2.215054563,2,8,Sutardji Calzoum BACHRI ,Male,1941,<a href = 'http://iwp.uiowa.edu/node/846'>Sutardji Calzoum BACHRI </a>(1974)<br />,Indonesian,#N/A,#N/A,#N/A,1,0,#N/A,#N/A,#N/A,#N/A,Putu WIDJAJA ,Male,1944,<a href = 'http://iwp.uiowa.edu/node/2535'>Putu WIDJAJA </a>(1974)<br />,Indonesian,#N/A,#N/A,#N/A,1,fiction writer,playwright,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(2)</b><hr /><a href = 'http://iwp.uiowa.edu/node/846'>Sutardji Calzoum BACHRI </a>(1974)<br /><a href = 'http://iwp.uiowa.edu/node/2535'>Putu WIDJAJA </a>(1974)<br />,<b>Indonesia&nbsp;(8)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1603'>Gerson POYK </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/2418'>Sori SIREGAR </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/1226'>Taufiq ISMAIL </a>(1971)<br /><a href = 'http://iwp.uiowa.edu/node/1206'>Satyagraha HURIP </a>(1972)<br /><a href = 'http://iwp.uiowa.edu/node/1519'>Arifin NOER </a>(1972)<br /><a href = 'http://iwp.uiowa.edu/node/1149'>Abdul HADI </a>(1973)<br /><a href = 'http://iwp.uiowa.edu/node/846'>Sutardji Calzoum BACHRI </a>(1974)<br /><a href = 'http://iwp.uiowa.edu/node/2535'>Putu WIDJAJA </a>(1974)<br />,South-Eastern Asia,Asia,2,0,8,0,
Indonesia,1949,1975,1975,117.2401137,-2.215054563,1,9, AKHUDIAT ,Male,1946,<a href = 'http://iwp.uiowa.edu/node/786'>AKHUDIAT </a>(1975)<br />,Indonesian,#N/A,#N/A,#N/A,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/786'>AKHUDIAT </a>(1975)<br />,<b>Indonesia&nbsp;(9)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1603'>Gerson POYK </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/2418'>Sori SIREGAR </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/1226'>Taufiq ISMAIL </a>(1971)<br /><a href = 'http://iwp.uiowa.edu/node/1206'>Satyagraha HURIP </a>(1972)<br /><a href = 'http://iwp.uiowa.edu/node/1519'>Arifin NOER </a>(1972)<br /><a href = 'http://iwp.uiowa.edu/node/1149'>Abdul HADI </a>(1973)<br /><a href = 'http://iwp.uiowa.edu/node/846'>Sutardji Calzoum BACHRI </a>(1974)<br /><a href = 'http://iwp.uiowa.edu/node/2535'>Putu WIDJAJA </a>(1974)<br /><a href = 'http://iwp.uiowa.edu/node/786'>AKHUDIAT </a>(1975)<br />,South-Eastern Asia,Asia,1,0,9,0,
Indonesia,1949,1976,1976,117.2401137,-2.215054563,3,11, DANARTO,Male,1940,<a href = 'http://iwp.uiowa.edu/node/996'>DANARTO </a>(1976)<br />,English,Indonesian,#N/A,#N/A,2,fiction writer,playwright,#N/A,#N/A,#N/A,Leon AGUSTA ,Male,1938,<a href = 'http://iwp.uiowa.edu/node/781'>Leon AGUSTA </a>(1976)<br />,English,#N/A,#N/A,#N/A,1,0,#N/A,#N/A,#N/A,#N/A,Putu WIDJAJA ,Male,1944,<a href = 'http://iwp.uiowa.edu/node/2535'>Putu WIDJAJA </a>(1976)<br />,Indonesian,#N/A,#N/A,#N/A,1,fiction writer,playwright,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(3)</b><hr /><a href = 'http://iwp.uiowa.edu/node/996'>DANARTO </a>(1976)<br /><a href = 'http://iwp.uiowa.edu/node/781'>Leon AGUSTA </a>(1976)<br /><a href = 'http://iwp.uiowa.edu/node/2535'>Putu WIDJAJA </a>(1976)<br />,<b>Indonesia&nbsp;(11)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1603'>Gerson POYK </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/2418'>Sori SIREGAR </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/1226'>Taufiq ISMAIL </a>(1971)<br /><a href = 'http://iwp.uiowa.edu/node/1206'>Satyagraha HURIP </a>(1972)<br /><a href = 'http://iwp.uiowa.edu/node/1519'>Arifin NOER </a>(1972)<br /><a href = 'http://iwp.uiowa.edu/node/1149'>Abdul HADI </a>(1973)<br /><a href = 'http://iwp.uiowa.edu/node/846'>Sutardji Calzoum BACHRI </a>(1974)<br /><a href = 'http://iwp.uiowa.edu/node/2535'>Putu WIDJAJA </a>(1974)<br /><a href = 'http://iwp.uiowa.edu/node/786'>AKHUDIAT </a>(1975)<br /><a href = 'http://iwp.uiowa.edu/node/996'>DANARTO </a>(1976)<br /><a href = 'http://iwp.uiowa.edu/node/781'>Leon AGUSTA </a>(1976)<br /><a href = 'http://iwp.uiowa.edu/node/2535'>Putu WIDJAJA </a>(1976)<br />,South-Eastern Asia,Asia,2,1,10,1,
Indonesia,1949,1977,1977,117.2401137,-2.215054563,2,13,Wisran HADI ,Male,1946,<a href = 'http://iwp.uiowa.edu/node/1150'>Wisran HADI </a>(1977)<br />,Indonesian,#N/A,#N/A,#N/A,1,fiction writer,playwright,#N/A,#N/A,#N/A,Rayani SRIWIDODO ,Male,1946,<a href = 'http://iwp.uiowa.edu/node/2434'>Rayani SRIWIDODO </a>(1977)<br />,Indonesian,#N/A,#N/A,#N/A,1,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(2)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1150'>Wisran HADI </a>(1977)<br /><a href = 'http://iwp.uiowa.edu/node/2434'>Rayani SRIWIDODO </a>(1977)<br />,<b>Indonesia&nbsp;(13)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1603'>Gerson POYK </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/2418'>Sori SIREGAR </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/1226'>Taufiq ISMAIL </a>(1971)<br /><a href = 'http://iwp.uiowa.edu/node/1206'>Satyagraha HURIP </a>(1972)<br /><a href = 'http://iwp.uiowa.edu/node/1519'>Arifin NOER </a>(1972)<br /><a href = 'http://iwp.uiowa.edu/node/1149'>Abdul HADI </a>(1973)<br /><a href = 'http://iwp.uiowa.edu/node/846'>Sutardji Calzoum BACHRI </a>(1974)<br /><a href = 'http://iwp.uiowa.edu/node/2535'>Putu WIDJAJA </a>(1974)<br /><a href = 'http://iwp.uiowa.edu/node/786'>AKHUDIAT </a>(1975)<br /><a href = 'http://iwp.uiowa.edu/node/996'>DANARTO </a>(1976)<br /><a href = 'http://iwp.uiowa.edu/node/781'>Leon AGUSTA </a>(1976)<br /><a href = 'http://iwp.uiowa.edu/node/2535'>Putu WIDJAJA </a>(1976)<br /><a href = 'http://iwp.uiowa.edu/node/1150'>Wisran HADI </a>(1977)<br /><a href = 'http://iwp.uiowa.edu/node/2434'>Rayani SRIWIDODO </a>(1977)<br />,South-Eastern Asia,Asia,2,0,12,1,
Indonesia,1949,1978,1978,117.2401137,-2.215054563,1,14,N. RIANTIARNO ,Male,1949,<a href = 'http://iwp.uiowa.edu/node/1650'>N. RIANTIARNO </a>(1978)<br />,Indonesian,#N/A,#N/A,#N/A,1,playwright,poet,screenwriter,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Indonesia&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1650'>N. RIANTIARNO </a>(1978)<br />,<b>Indonesia&nbsp;(14)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1603'>Gerson POYK </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/2418'>Sori SIREGAR </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/1226'>Taufiq ISMAIL </a>(1971)<br /><a href = 'http://iwp.uiowa.edu/node/1206'>Satyagraha HURIP </a>(1972)<br /><a href = 'http://iwp.uiowa.edu/node/1519'>Arifin NOER </a>(1972)<br /><a href = 'http://iwp.uiowa.edu/node/1149'>Abdul HADI </a>(1973)<br /><a href = 'http://iwp.uiowa.edu/node/846'>Sutardji Calzoum BACHRI </a>(1974)<br /><a href = 'http://iwp.uiowa.edu/node/2535'>Putu WIDJAJA </a>(1974)<br /><a href = 'http://iwp.uiowa.edu/node/786'>AKHUDIAT </a>(1975)<br /><a href = 'http://iwp.uiowa.edu/node/996'>DANARTO </a>(1976)<br /><a href = 'http://iwp.uiowa.edu/node/781'>Leon AGUSTA </a>(1976)<br /><a href = 'http://iwp.uiowa.edu/node/2535'>Putu WIDJAJA </a>(1976)<br /><a href = 'http://iwp.uiowa.edu/node/1150'>Wisran HADI </a>(1977)<br /><a href = 'http://iwp.uiowa.edu/node/2434'>Rayani SRIWIDODO </a>(1977)<br /><a href = 'http://iwp.uiowa.edu/node/1650'>N. RIANTIARNO </a>(1978)<br />,South-Eastern Asia,Asia,1,0,13,1,
